1	1	1	1	0	0	0	0	0	0
1	1	1	1	0	0	0	0	0	0
1	1	1	1	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1	1	1	1	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
1	1	1	1	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
1	1	1	1	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
1	1	1	1	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
1	1	1	1	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
1	1	1	1	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
1	1	1	1	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
1	1	1	1	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
1	1	1	1	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
1	1	1	1	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
1	1	1	1	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
1	1	1	1	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
1	1	1	1	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
1	1	1	1	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
1	1	1	1	19.363	3.87122	18.923	3.74161	2.61382	0.95648
1	1	1	1	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
1	1	1	1	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
1	1	1	1	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
1	1	1	1	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
1	1	1	1	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
1	1	1	1	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
1	1	1	1	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
1	1	1	1	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
1	1	1	1	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
1	1	1	1	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
1	1	1	1	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
1	1	1	1	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
1	1	1	1	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
1	1	1	1	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
1	1	1	1	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
1	1	1	1	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459
1	1	1	1	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938
1	1	1	1	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938
1	1	1	1	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701
1	1	1	1	45.649	16.5213	45.4265	16.3307	2.64546	1.29701
1	1	1	1	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832
1	1	1	1	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832
1	1	1	1	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454
1	1	1	1	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454
1	1	1	1	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716
1	1	1	1	53.5277	19.862	53.3577	19.9486	2.59372	1.07716
1	1	1	1	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022
1	1	1	1	55.867	20.985	55.9669	20.9874	2.56561	0.978022
1	1	1	1	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205
1	1	1	1	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205
1	1	1	1	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031
1	1	1	1	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031
1	1	1	1	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987
1	1	1	1	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987
1	1	1	1	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655
1	1	1	1	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655
1	1	1	1	68.262	24.3582	68.4273	24.4824	2.30293	0.385623
1	1	1	1	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623
1	1	1	1	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395
1	1	1	1	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395
1	1	1	1	72.8923	24.7135	72.9675	25.025	2.13584	0.150292
1	1	1	1	73.0732	25.0343	72.9675	25.025	2.13584	0.150292
1	1	1	1	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626
1	1	1	1	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626
1	1	1	1	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978
1	1	1	1	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978
1	1	1	1	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607
1	1	1	1	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607
1	1	1	1	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536
1	1	1	1	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536
1	1	1	1	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012
1	1	1	1	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012
1	1	1	1	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444
1	1	1	1	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444
1	1	1	1	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006
1	1	1	1	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006
1	1	1	1	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654
1	1	1	1	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654
1	1	1	1	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514
1	1	1	1	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514
1	1	1	1	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904
1	1	1	1	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904
1	1	1	1	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241
1	1	1	1	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241
1	1	1	1	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964
1	1	1	1	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964
1	1	1	1	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443
1	1	1	1	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443
1	1	1	1	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919
1	1	1	1	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919
1	1	1	1	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439
1	1	1	1	94.494	19.8854	94.8209	20.01	0.893308	-0.497439
1	1	1	1	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816
1	1	1	1	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816
1	1	1	1	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589
1	1	1	1	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589
1	1	1	1	97.5286	18.727	97.45	18.506	0.868716	-0.503009
1	1	1	1	97.5333	18.1735	97.45	18.506	0.868716	-0.503009
1	1	1	1	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023
1	1	1	1	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023
1	1	1	1	99.0363	17.357	99.2049	17.503	0.908006	-0.509278
1	1	1	1	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278
1	1	1	1	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134
1	1	1	1	100.441	16.9521	100.117	17.0001	0.944242	-0.512134
1	1	1	1	101.204	16.5368	101.065	16.497	0.991362	-0.513687
